life_insurer,year,claims_pending_start_no,claims_pending_start_amt,claims_intimated_no,claims_intimated_amt,total_claims_no,total_claims_amt,claims_paid_no,claims_paid_amt,claims_repudiated_no,claims_repudiated_amt,claims_rejected_no,claims_rejected_amt,claims_unclaimed_no,claims_unclaimed_amt,claims_pending_end_no,claims_pending_end_amt,claims_paid_ratio_no,claims_paid_ratio_amt,claims_repudiated_rejected_ratio_no,claims_repudiated_rejected_ratio_amt,claims_pending_ratio_no,claims_pending_ratio_amt,category,efficiency_score,claims_intimated_no_log
Shriram,2020-21,5.0,0.1194441,3681.0,123.545609319,3686.0,123.665053419,3506.0,95.810657865,137.0,18.721729116,32.0,8.151059898,0.0,0.0,11.0,0.9816065399999944,0.9511665762344004,0.774759361809159,0.045849158979924,0.2173030154521507,0.0029842647856755,0.0079376227386902,Individual Death Claims,0.9023331524688009,8.211211361793023
Star Union,2020-21,3.0,0.721065,1632.0,77.40495871700011,1635.0,78.12602371700011,1569.0,72.494127605,58.0,4.613484112,0.0,0.0,0.0,0.0,8.0,1.0184120000001062,0.9596330275229358,0.927912674368264,0.0354740061162079,0.0590518228434568,0.0048929663608562,0.013035502788279,Individual Death Claims,0.9192660550458717,7.398174092970465
Tata AIA,2020-21,0.0,0.0,4648.0,546.3299999999999,4648.0,546.3299999999999,4556.0,478.4,90.0,63.53,0.0,0.0,0.0,0.0,2.0,4.399999999999949,0.9802065404475044,0.8756612303918878,0.0193631669535284,0.116285029194809,0.0004302925989672,0.0080537404133032,Individual Death Claims,0.9604130808950089,8.444407421690585
Aditya Birla Life,2019-20,24.0,9.79449251778005,5138.0,361.26,5162.0,371.0531127657002,5035.0,342.8938049259999,108.0,24.3564251434,0.0,0.0,0.0,0.0,19.0,3.8028826963002658,0.975397132894227,0.9241097652306144,0.0209221232080588,0.0656413443397785,0.003680743897714,0.0102488904296069,Individual Death Claims,0.9507942657884543,8.54461378699223
Aegon,2019-20,0.0,0.0,351.0,69.0,351.0,68.999316934,344.0,64.601459922,7.0,4.397857011999999,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.98005698005698,0.9362623108833572,0.0199430199430199,0.0637376891166427,0.0,5.148911375744172e-17,Individual Death Claims,0.9601139601139601,5.863631175598097
Ageas Federal,2019-20,8.0,1.53,1408.0,69.35,1416.0,70.87623765699999,1366.0,63.2738496568,45.0,6.3473880000000005,0.0,0.0,0.0,0.0,5.0,1.2550000001999937,0.9646892655367232,0.8927371393923142,0.0317796610169491,0.0895559387719998,0.0035310734463276,0.0177069218356858,Individual Death Claims,0.9293785310734465,7.25063551189868
Aviva,2019-20,2.0,0.3,808.0,83.03,810.0,83.3319575,790.0,80.7791613,11.0,0.968207,4.0,0.80623,0.0,0.0,5.0,0.778359200000003,0.9753086419753086,0.9693659398316666,0.0185185185185185,0.0212935955572626,0.0061728395061728,0.0093404646110707,Individual Death Claims,0.9506172839506174,6.695798917058491
Bajaj Allianz,2019-20,3.0,0.33,12124.0,331.82,12127.0,332.1501742164499,11887.0,310.7144675549998,237.0,20.780706627,0.0,0.0,1.0,0.005,2.0,0.6500000344500688,0.9802094499876308,0.9354638102719128,0.0195431681372144,0.0625641900565675,0.000164921250103,0.0019569462397044,Individual Death Claims,0.9605013606003134,9.403024715805683
Bharti Axa,2019-20,7.0,1.02,1313.0,63.27,1320.0,64.28988819399996,1285.0,61.558879945000015,33.0,1.577616448,0.0,0.0,0.0,0.0,2.0,1.1533918009999418,0.9734848484848484,0.9575204075521347,0.025,0.0245391070402769,0.0015151515151515,0.0179404854075883,Individual Death Claims,0.9469696969696969,7.1808311990445555
Canara HSBC OBC,2019-20,1.0,0.75,1275.0,114.52,1276.0,115.2718824223091,1252.0,106.52974869830908,22.0,3.705251902000001,0.0,3.036881822,0.0,0.0,2.0,2.000000000000012,0.9811912225705328,0.9241607446647536,0.0172413793103448,0.0584889704438032,0.0015673981191222,0.0173502848914432,Individual Death Claims,0.9623824451410659,7.151485463904735
Edelweiss Tokio,2019-20,0.0,0.0,326.0,32.86,326.0,32.856029845833994,272.0,21.798861520121,54.0,11.057168325713,0.0,0.0,0.0,0.0,0.0,0.0,0.8343558282208589,0.6634660859027983,0.1656441717791411,0.3365339140972019,0.0,0.0,Individual Death Claims,0.6687116564417177,5.7899601708972535
Exide Life,2019-20,0.0,0.0,3468.0,101.16,3468.0,101.15787989000002,3404.0,88.95413608999999,26.0,3.1551658,0.0,0.0,0.0,0.0,38.0,9.048578000000026,0.9815455594002308,0.8793594348431335,0.0074971164936562,0.0311905093644801,0.010957324106113,0.0894500557923864,Individual Death Claims,0.9630911188004615,8.15162164696975
Future Generali,2019-20,8.0,0.91,1135.0,48.92,1143.0,49.827602654,1089.0,44.89685703600008,51.0,4.619395618,0.0,0.0,0.0,0.0,3.0,0.3113499999999183,0.952755905511811,0.9010438922330112,0.0446194225721784,0.0927075631167089,0.0026246719160104,0.0062485446502797,Individual Death Claims,0.9055118110236222,7.035268599281097
HDFC Life,2019-20,34.0,10.19,12592.0,692.26,12626.0,702.4512081260006,12509.0,650.3288564740009,54.0,25.464491354,15.0,7.1578743,13.0,1.921268793,35.0,17.57871720499968,0.9907334072548708,0.925799328054326,0.0054649136702043,0.0464407567054086,0.0027720576587993,0.0250248230790237,Individual Death Claims,0.9824964359258672,9.440896383005846
ICICI Prudential,2019-20,21.0,15.37,11439.0,1101.64,11460.0,1117.0115655146003,11212.0,1023.6359879076292,153.0,49.492066611000006,0.0,0.0,0.0,0.1818841364453,95.0,43.701626859526016,0.9783595113438044,0.9164058990168524,0.0133507853403141,0.0443075686402578,0.0082897033158813,0.0391237013194155,Individual Death Claims,0.956719022687609,9.344871264933788
India First,2019-20,9.0,1.55,2232.0,77.41,2241.0,78.95223491299997,2166.0,70.170688354,66.0,6.250187959,0.0,0.0,0.0,0.0,9.0,2.5313585999999635,0.9665327978580992,0.8887739331422773,0.0294511378848728,0.0791641676247326,0.0040160642570281,0.03206189923299,Individual Death Claims,0.9330655957161984,7.711101251840158
Industry Total,2019-20,1017.0,191.88,873832.0,19227.82,874849.0,19419.708318621146,846476.0,18042.23955062086,8927.0,555.0953783327068,2262.0,20.397847434,10990.0,347.3241924986037,6194.0,454.6513497349748,0.9675681174694148,0.9290685140373884,0.0127896356971317,0.029634493800037,0.007080078962198,0.0234118526537815,Individual Death Claims,0.9476984028100852,13.680644560865547
Kotak Mahindra,2019-20,12.0,4.08,3334.0,188.79,3346.0,192.868328555,3225.0,170.14214714199932,112.0,10.583980844,0.0,0.0,0.0,0.0,9.0,12.14220056900069,0.9638374178123132,0.8821673751036843,0.0334728033472803,0.0548767178276332,0.0026897788404064,0.0629559070686824,Individual Death Claims,0.9276748356246265,8.112227958349724
LIC,2019-20,791.0,135.92,758125.0,13558.42,758916.0,13694.339999999998,733809.0,12797.85,6124.0,205.02,2172.0,2.08,10936.0,339.7,5875.0,349.68999999999795,0.9669172872887118,0.9345357278992636,0.0109313810751123,0.0151230362324872,0.0077413047030237,0.0255353671662889,Individual Death Claims,0.9482446015105759,13.538604877723275
Max Life,2019-20,3.0,1.6,15460.0,593.84,15463.0,595.4315627499998,15342.0,562.5368311959999,120.0,32.879730504,0.0,0.0,0.0,0.0,1.0,0.0150010499999169,0.9921748690422298,0.9447548070813117,0.0077604604539869,0.055219999343241,6.467050378322448e-05,2.5193575447419327e-05,Individual Death Claims,0.9843497380844597,9.646076003102594
PNB Met Life,2019-20,0.0,0.0,4364.0,269.56,4364.0,269.55520706100003,4241.0,235.110052133,123.0,34.445154928,0.0,0.0,0.0,0.0,0.0,4.973799150320701e-14,0.9718148487626032,0.8722148412432442,0.0281851512373968,0.1277851587567555,0.0,1.8451875608528443e-16,Individual Death Claims,0.9436296975252063,8.381373468273702
Pramerica Life,2019-20,2.0,0.3,569.0,23.43,569.0,23.4331677953,560.0,22.444056904,7.0,0.767602899,0.0,0.0,0.0,0.0,2.0,0.221507992300001,0.984182776801406,0.957790133201778,0.0123022847100175,0.0327571118725978,0.0035149384885764,0.0094527549256242,Individual Death Claims,0.9683655536028121,6.345636360828596
Private Total,2019-20,226.0,55.96,115707.0,5669.4,115933.0,5725.368318621146,112667.0,5244.389550620858,2803.0,350.07537833270675,90.0,18.317847434,54.0,7.6241924986036995,319.0,104.96134973497688,0.97182855614881,0.9159916460857276,0.0249540682980687,0.0643440221249255,0.0027515892800151,0.0183326807803091,Individual Death Claims,0.9441228985707263,11.658825055130215
Reliance Nippon,2019-20,4.0,0.91,8013.0,166.13,8017.0,167.03142235119992,7866.0,157.031953927,149.0,9.427509072,0.0,0.0,0.0,0.0,2.0,0.5719593521999329,0.981165024323313,0.940134207782922,0.0185855058001746,0.0564415302180552,0.0002494698765124,0.0034242619990227,Individual Death Claims,0.962330048646626,8.98894529119609
SBI Life,2019-20,28.0,4.63,22462.0,898.75,22490.0,903.3793899107526,21257.0,810.713768975,1157.0,79.37350822459376,0.0,0.0,40.0,5.5160395691584,36.0,7.776073142000435,0.94517563361494,0.8974233616898131,0.0514450867052023,0.0878628725771962,0.001600711427301,0.0086077601823179,Individual Death Claims,0.8921298354824366,10.019624790165171
Sahara Life,2019-20,16.0,0.24,638.0,5.97,654.0,6.212799547,585.0,5.444943747,10.0,0.1831966669999999,13.0,0.001825,0.0,0.0,46.0,0.5828341329999995,0.0,0.0,0.0,0.0,0.0,0.0938118361281163,Individual Death Claims,0.0,6.459904454377535
Shriram,2019-20,39.0,2.16,3035.0,91.82,3074.0,93.97626589,2816.0,77.884964184,195.0,8.656821294,58.0,7.315036312,0.0,0.0,5.0,0.1194441000000097,0.9160702667534156,0.8287727060273388,0.0823031880286272,0.1699562911415866,0.001626545217957,0.0012710028310746,Individual Death Claims,0.8321405335068314,8.01829613851552
Star Union,2019-20,5.0,0.33,1243.0,52.96,1248.0,53.29108412800001,1210.0,50.474073028000014,35.0,2.0959461,0.0,0.0,0.0,0.0,3.0,0.721064999999995,0.969551282051282,0.9471391669714616,0.0280448717948717,0.039330145638729,0.0024038461538461,0.0135306873898092,Individual Death Claims,0.9391025641025642,7.126087273299125
Tata AIA,2019-20,0.0,0.0,2982.0,231.96,2982.0,231.96,2954.0,222.47,28.0,9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.9906103286384976,0.9590877737540956,0.0093896713615023,0.0409122262459044,0.0,0.0,Individual Death Claims,0.9812206572769954,8.000684784514748
Aditya Birla Life,2018-19,45.0,9.75413582199996,5215.0,297.14534561474886,5260.0,306.89948143674883,5110.0,276.4391017923288,126.0,20.66588712664,0.0,0.0,0.0,0.0,24.0,9.794492517780018,0.9714828897338404,0.9007480250477458,0.0239543726235741,0.067337641073529,0.0045627376425855,0.0319143338787251,Individual Death Claims,0.9429657794676808,8.559486103606488
Aegon,2018-19,0.0,0.0,507.0,79.17759341641,507.0,79.17759341641,489.0,75.68886761897,18.0,3.48872579744,0.0,0.0,0.0,0.0,0.0,1.1546319456101628e-14,0.9644970414201184,0.9559379661984404,0.0355029585798816,0.0440620338015595,0.0,1.4582811825786798e-16,Individual Death Claims,0.9289940828402368,6.230481447578482
Ageas Federal,2018-19,6.0,0.220897,1300.0,56.9290245955,1306.0,57.1499215955,1251.0,53.0184595955,47.0,2.606351,0.0,0.0,0.0,0.0,8.0,1.525110999999999,0.9578866768759572,0.9277083522661332,0.0359877488514548,0.0456055043862951,0.006125574272588,0.0266861433475717,Individual Death Claims,0.9157733537519144,7.170888478512505
Aviva,2018-19,8.0,1.3685121,930.0,91.919818,938.0,93.2883301,901.0,88.6746884,20.0,2.3993049,15.0,1.9159368,0.0,0.0,2.0,0.2984000000000162,0.960554371002132,0.950544278206562,0.0373134328358208,0.0462570366022662,0.0021321961620469,0.0031986851911717,Individual Death Claims,0.9211087420042644,6.836259277277067
Bajaj Allianz,2018-19,250.0,31.459933034999995,12517.0,359.028844693769,12767.0,390.488777728769,12130.0,349.0155202039998,445.0,33.989023051,153.0,3.053149763,36.0,4.103684679,3.0,0.3274000317691703,0.9501057413644552,0.8937914227241218,0.0468395081068379,0.0948610432019361,0.0002349808099005,0.0008384364684523,Individual Death Claims,0.9030312524477169,9.434922887484646
Bharti Axa,2018-19,7.0,0.745815,1058.0,48.41218241653611,1065.0,49.15799741653611,1036.0,46.993217487536135,22.0,1.147833328,0.0,0.0,0.0,0.0,7.0,1.0169466009999768,0.9727699530516432,0.9559628129141045,0.0206572769953051,0.0233498797413151,0.0065727699530516,0.0206873073445805,Individual Death Claims,0.9455399061032865,6.9650803456014065
Canara HSBC OBC,2018-19,2.0,0.62,1004.0,82.80127981599998,1006.0,83.42127981599998,946.0,74.085316879,59.0,8.539316137000002,0.0,0.0466468,0.0,0.0,1.0,0.7499999999999747,0.9403578528827038,0.8880865534838107,0.0586481113320079,0.1029229347228647,0.0009940357852882,0.0089905117933245,Individual Death Claims,0.8807157057654077,6.912742820493176
Edelweiss Tokio,2018-19,0.0,0.0,239.0,14.211517449583,239.0,14.211517449583,229.0,13.418339916593,10.0,0.79317753299,0.0,0.0,0.0,0.0,0.0,0.0,0.9581589958158996,0.9441876959442306,0.0418410041841004,0.0558123040557694,0.0,0.0,Individual Death Claims,0.9163179916317992,5.480638923341991
Exide Life,2018-19,5.0,0.8154575209999919,3330.0,84.19840213499998,3335.0,85.01385965599997,3236.0,76.0684109555836,99.0,8.9454487,0.0,0.0,0.0,0.0,0.0,4.163638323007034e-10,0.9703148425787106,0.8947765842344622,0.0296851574212893,0.1052234157606401,0.0,4.897599450083526e-12,Individual Death Claims,0.9406296851574213,8.11102783819368
Future Generali,2018-19,19.0,2.140372306,1138.0,38.173337559,1157.0,40.31370986500001,1101.0,35.17339376299999,48.0,4.28674823,0.0,0.0,0.0,0.0,8.0,0.8535678720000144,0.9515989628349178,0.8724921095276624,0.041486603284356,0.1063347492541666,0.006914433880726,0.0211731412181708,Individual Death Claims,0.9031979256698358,7.037905963447182
HDFC Life,2018-19,65.0,10.023818829,12881.0,617.6936443850657,12946.0,627.7174632140657,12822.0,577.2959979270655,67.0,33.492013013,23.0,6.743007756,0.0,0.0,34.0,10.186444518000162,0.9904217518924764,0.9196749043290432,0.0069519542715896,0.0640973417610319,0.0026262938359338,0.0162277539099248,Individual Death Claims,0.980843503784953,9.463586267106836
ICICI Prudential,2018-19,27.0,13.46009352139,10799.0,880.4748515060991,10826.0,893.9349450274891,10672.0,826.6589213807799,128.0,51.58215872699999,0.0,0.0,5.0,0.3251068724373,21.0,15.368758047271886,0.985774986144467,0.9247417007010053,0.0118233881396637,0.057702363034274,0.0019397746166635,0.0171922555805213,Individual Death Claims,0.9720118233881399,9.287301413112312
India First,2018-19,3.0,3.58543921,2239.0,86.25039308000001,2242.0,89.83583229000001,2081.0,74.94961780000001,144.0,13.096635147,8.0,0.243645743,0.0,0.0,9.0,1.5459336000000017,0.9281891168599464,0.8342953573141544,0.0677966101694915,0.1484962130359753,0.0040142729705619,0.0172084296498701,Individual Death Claims,0.8563782337198931,7.7142311448490855
Industry Total,2018-19,1250.0,188.42534117979545,861987.0,18235.092576827083,863237.0,18423.51791800688,842847.0,17365.298583246535,6372.0,539.14141763507,3697.0,25.182455018,9304.0,302.0728049455495,1017.0,191.82265716172412,0.9763796037472908,0.9425614945272716,0.0116642358935031,0.0306306252239431,0.0011781237365868,0.0104118365458444,Individual Death Claims,0.963537244117201,13.66699662843524
Kotak Mahindra,2018-19,18.0,2.696687520005036,3020.0,145.7202850779999,3038.0,148.41697259800495,2959.0,136.76834225399983,67.0,7.571781243999999,0.0,0.0,0.0,0.0,12.0,4.076849100005114,0.9739960500329164,0.92151416283395,0.0220539828834759,0.0510169498235795,0.0039499670836076,0.0274688873424703,Individual Death Claims,0.9479921000658329,8.013343181386672
LIC,2018-19,569.0,90.28,750381.0,13412.92,750950.0,13503.2,734328.0,12871.92,3199.0,193.07,3442.0,8.47,9190.0,293.82,791.0,135.92000000000064,0.9778653705306612,0.9532496000947924,0.0088434649444037,0.0149253510279044,0.0010533324455689,0.0100657621897032,Individual Death Claims,0.9679685731406886,13.528337689179631
Max Life,2018-19,2.0,1.017864792,15085.0,478.438132283,15087.0,479.455997075,14897.0,452.2481335450001,187.0,25.611608186,0.0,0.0,0.0,0.0,3.0,1.5962553439999425,0.9874063763505004,0.9432526369552452,0.0123947769602969,0.0534180578452408,0.0001988466892026,0.0033293051995139,Individual Death Claims,0.974812752701001,9.621522440413576
PNB Met Life,2018-19,8.0,4.107871370000001,4162.0,223.4473193320001,4170.0,227.5551907020001,4012.0,203.945343713,157.0,23.586986989,0.0,0.0,1.0,0.02286,0.0,1.1867590243852533e-13,0.9621103117505996,0.8962456232434667,0.0376498800959232,0.1036539176110856,0.0,5.215257980818377e-16,Individual Death Claims,0.9244604316546764,8.333991247194975
Pramerica Life,2018-19,7.0,1.7315522,649.0,27.999386,656.0,29.7309382,635.0,26.16,19.0,3.272937553,0.0,0.0,0.0,0.0,2.0,0.2980006469999967,0.9679878048780488,0.8798915064173791,0.0289634146341463,0.1100852428868188,0.0030487804878048,0.010023250695802,Individual Death Claims,0.9359756097560977,6.476972362889683
Private Total,2018-19,681.0,98.14534117979544,111606.0,4822.172576827084,112287.0,4920.317918006879,108519.0,4493.378583246536,3173.0,346.07141763507,255.0,16.712455018,114.0,8.252804945549503,226.0,55.902657161723546,0.9664431323305458,0.9132293193498994,0.0305289125188133,0.0737317951194556,0.0020126996001318,0.0113615945337874,Individual Death Claims,0.9339015202116007,11.622739050976616
Reliance Nippon,2018-19,4.0,1.0988099854,8367.0,163.8664053598,8371.0,164.96521534520002,8179.0,154.467060108,188.0,9.591746185,0.0,0.0,0.0,0.0,4.0,0.906409052200024,0.9770636722016486,0.9363614007035848,0.0224584876358857,0.0581440527624485,0.0004778401624656,0.0054945465339666,Individual Death Claims,0.9541273444032974,9.032170186304704
SBI Life,2018-19,72.0,5.633757310000492,19830.0,758.0965199195723,19902.0,763.7302772295728,18913.0,688.9286379361798,889.0,66.366428463,0.0,0.0,72.0,3.801153394112202,28.0,4.634057436280801,0.9503065018591096,0.9020575175247268,0.0446688774997487,0.0868977313610556,0.0014068937795196,0.0060676623337375,Individual Death Claims,0.9042307305798413,9.89500164888583
Sahara Life,2018-19,59.0,0.478455995,622.0,5.406160159,681.0,5.884616154,614.0,5.171924929,39.0,0.473281225,12.0,0.00261,0.0,0.0,16.0,0.2367999999999994,0.0,0.0,0.0,0.0,0.0,0.0402405176145664,Individual Death Claims,0.0,6.434546518787453
Shriram,2018-19,62.0,5.0560291,2768.0,82.8641142,2830.0,87.9201433,2414.0,66.0817737,334.0,15.0061131,43.0,4.6754245,0.0,0.0,39.0,2.1568320000000067,0.8530035335689046,0.7516113056653764,0.1332155477031802,0.223856978176695,0.0137809187279151,0.0245317161579285,Individual Death Claims,0.7060070671378093,7.926241523170962
Star Union,2018-19,12.0,2.1298385629999688,1246.0,49.198019828,1258.0,51.32785839099997,1217.0,47.257513341000006,35.0,3.707912,1.0,0.032033656,0.0,0.0,5.0,0.3303993939999644,0.967408585055644,0.920699106146348,0.0286168521462639,0.0728638554819535,0.0039745627980922,0.0064370383716983,Individual Death Claims,0.934817170111288,7.1284959456800365
Tata AIA,2018-19,0.0,0.0,2700.0,150.72,2700.0,150.72,2675.0,144.87,25.0,5.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.9907407407407408,0.961186305732484,0.0092592592592592,0.0388136942675159,0.0,0.0,Individual Death Claims,0.9814814814814816,7.901377353792616
Aditya Birla Life,2017-18,48.0,4.331115660600078,5443.0,269.8342132333999,5491.0,274.165328894,5292.0,248.155021966,154.0,16.256171106,0.0,0.0,45.0,9.754135821999975,24.0,9.794492517780018,0.9637588781642688,0.9051291166796064,0.0280458932799125,0.0592933146272667,0.0043707885631032,0.0357247670859463,Individual Death Claims,0.931342196321253,8.602269363771356
Aegon,2017-18,0.0,0.0,554.0,52.00041505895997,554.0,52.00041505895997,530.0,49.17115757996002,24.0,2.829257479,0.0,0.0,0.0,0.0,0.0,1.1546319456101628e-14,0.9566787003610108,0.9455916366092072,0.0433212996389891,0.0544083633907937,0.0,2.2204283260066263e-16,Individual Death Claims,0.9133574007220217,6.318968113746434
Ageas Federal,2017-18,7.0,0.4652075,1154.0,50.042237938,1161.0,50.507445438,1068.0,45.148741038,87.0,5.1378074,0.0,0.0,6.0,0.2208970000000008,8.0,1.525110999999999,0.9198966408268734,0.8939026839799682,0.0749354005167958,0.1017237628124921,0.0068906115417743,0.0301957659266718,Individual Death Claims,0.8380706287683033,7.051855622955894
Aviva,2017-18,7.0,2.782993,1111.0,103.1105406,1118.0,105.8935336,1056.0,97.6827587,54.0,6.8422628,0.0,0.0,8.0,1.3685121000000038,2.0,0.2984000000000162,0.9445438282647584,0.9224619802469224,0.0483005366726296,0.0646145479085231,0.0017889087656529,0.0028179246631544,Individual Death Claims,0.8944543828264759,7.013915474810528
Bajaj Allianz,2017-18,63.0,5.52952390068003,14252.0,365.6906648127486,14315.0,371.2201887134286,13176.0,311.5880202404286,829.0,27.252818933,60.0,0.919416505,250.0,31.45993303500003,3.0,0.3274000317691703,0.9204331121201536,0.8393617311610324,0.0621026894865525,0.075890903282063,0.0002095703807195,0.0008819564283501,Individual Death Claims,0.8581208522528816,9.564722689855031
Bharti Axa,2017-18,34.0,3.7301900889999993,854.0,40.38301656790243,888.0,44.11320665690243,860.0,42.475024190892434,21.0,0.892367636,0.0,0.0,7.0,0.7458148300099937,7.0,1.0169466009999768,0.9684684684684683,0.9628641264111398,0.0236486486486486,0.0202290357837854,0.0078828828828828,0.0230531098976649,Individual Death Claims,0.936936936936937,6.75110146893676
Canara HSBC OBC,2017-18,1.0,0.0875,836.0,53.29323009600001,837.0,53.38073009600001,797.0,49.127114511000016,38.0,3.633615584999999,0.0,0.0,2.0,0.6199999999999926,1.0,0.7499999999999747,0.95221027479092,0.9203155225237594,0.045400238948626,0.0680697993164443,0.001194743130227,0.014050013902979,Individual Death Claims,0.905615292712067,6.729824070489475
Edelweiss Tokio,2017-18,0.0,0.0,189.0,11.57,189.0,11.57,180.0,11.313629295,9.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809524,0.9778417713915298,0.0476190476190476,0.0224719101123595,0.0,0.0,Individual Death Claims,0.9047619047619049,5.247024072160486
Exide Life,2017-18,0.0,0.0,3357.0,86.214817957,3357.0,86.214817957,3250.0,77.256677729,102.0,8.142682706999999,0.0,0.0,5.0,0.8154575209999919,0.0,4.163638323007034e-10,0.9681263032469468,0.896095120998018,0.0303842716711349,0.0944464408781933,0.0,4.829376691468127e-12,Individual Death Claims,0.9377420315758119,8.119100837637486
Future Generali,2017-18,17.0,0.98,1274.0,39.34057842499999,1291.0,40.32057842499999,1202.0,34.176781466999984,69.0,4.144822346,1.0,0.01604772,19.0,1.9829268920000032,8.0,0.8535678720000144,0.9310611928737412,0.8476262693148603,0.0542215336948102,0.1031947017759084,0.0061967467079783,0.0211695344001011,Individual Death Claims,0.8706429124709527,7.150701457592526
HDFC Life,2017-18,59.0,15.607194693,12507.0,529.088966781346,12566.0,544.696161474346,12289.0,482.7785664373458,208.0,46.7800114,0.0,0.0,69.0,15.13758363700024,34.0,10.186444518000162,0.9779563902594304,0.8863263606091771,0.0165526022600668,0.0858827631048089,0.0027057138309724,0.0187011498124536,Individual Death Claims,0.9586980741683911,9.434123718577732
ICICI Prudential,2017-18,36.0,10.161435349763616,11423.0,766.8395651976684,11459.0,777.001000547432,11216.0,715.1105263991569,203.0,43.233296167,13.0,5.18584382,27.0,13.471334161275076,21.0,15.368758047271886,0.978793961078628,0.9203469826877052,0.0188498123745527,0.0623154152348408,0.0018326206475259,0.0197795859161621,Individual Death Claims,0.9581115280565494,9.343471684579365
India First,2017-18,29.0,2.1,1781.0,55.520349192,1810.0,57.620349192,1626.0,45.97,181.0,8.06,0.0,0.0,3.0,3.590349192,9.0,1.5459336000000017,0.8983425414364641,0.7978084243609975,0.1,0.1398811377061048,0.0049723756906077,0.0268296464995154,Individual Death Claims,0.7933701657458564,7.485491608030754
Industry Total,2017-18,4145.0,307.8108617150444,843841.0,15405.57791975724,847986.0,15713.388781472284,828314.0,14623.818264155529,9286.0,532.2121866261369,9132.0,363.9760666538704,1254.0,193.38226403674892,1017.0,191.82265716172412,0.9768015037984118,0.930659736580726,0.0217196982025646,0.0570334168996509,0.0011993122527966,0.0122075931442556,Individual Death Claims,0.9538824933430506,13.645720552261809
Kotak Mahindra,2017-18,19.0,2.4020368930000022,3055.0,132.05058032311405,3074.0,134.45261721611405,2881.0,119.497377830109,175.0,12.258551865999998,0.0,0.0,18.0,2.696687520005049,12.0,4.076849100005114,0.9372153545868576,0.8887694438705751,0.056929082628497,0.0911737690185388,0.0039037085230969,0.0303218277517955,Individual Death Claims,0.8763825634352637,8.024862150286411
LIC,2017-18,3203.0,195.06,735879.0,11184.340000000002,739082.0,11379.4,724596.0,10747.53,4958.0,194.725,8959.0,346.86,569.0,90.28500000000076,791.0,135.92000000000064,0.9804000097418148,0.944472467792678,0.0188301162793844,0.0475934583545705,0.0010702466032185,0.0119443907411639,Individual Death Claims,0.960499646859212,13.50882234093972
Max Life,2017-18,3.0,0.146875372,10329.0,370.8480362546359,10332.0,370.9949116266359,10152.0,353.39359720963546,178.0,16.583449633999997,0.0,0.0,2.0,1.0178647830004266,3.0,1.5962553439999425,0.9825783972125436,0.9525564532952028,0.0172280294231513,0.0446999382317387,0.0002903600464576,0.0043026340630957,Individual Death Claims,0.9650600077429348,9.242807562113684
PNB Met Life,2017-18,108.0,16.428039390000002,3981.0,201.537802198,4089.0,217.965841588,3726.0,179.602009579,329.0,33.023027286,26.0,1.232933353,8.0,4.107871370000019,0.0,1.1867590243852533e-13,0.9112252384446076,0.8239915404657051,0.0868182929811689,0.1571620598412423,0.0,5.444701865847727e-16,Individual Death Claims,0.8244069454634386,8.289539484624141
Pramerica Life,2017-18,6.0,0.6964289,586.0,25.81449332135,592.0,26.51092222135,572.0,23.508783779,13.0,1.294086281,0.0,0.0,7.0,1.7080521613500024,2.0,0.2980006469999967,0.9662162162162162,0.8867584304580587,0.0219594594594594,0.0488133257000707,0.0033783783783783,0.011240674485477,Individual Death Claims,0.9408783783783785,6.375024819828097
Private Total,2017-18,942.0,112.75086171504437,107962.0,4221.237919757239,108904.0,4333.988781472283,103718.0,3876.288264155528,4328.0,337.487186626137,173.0,17.116066653870387,685.0,103.09726403674816,226.0,55.902657161723546,0.9523800778667452,0.8943927775555359,0.0413299786968339,0.0818191442478876,0.00207522221406,0.0128986621748321,Individual Death Claims,0.9089748769558513,11.589543854815515
Reliance Nippon,2017-18,35.0,4.755960916862968,8952.0,168.90650871499994,8987.0,173.6624696318629,8553.0,149.53625298899993,403.0,22.324716656,27.0,0.7041211917568166,4.0,1.0973787951061584,4.0,0.906409052200024,0.9517080226994548,0.8610740899055118,0.0478468899521531,0.1326068775629779,0.0004450873483921,0.0052193721194997,Individual Death Claims,0.9034160453989095,9.099743950634156
SBI Life,2017-18,132.0,25.19260259500068,18753.0,615.5885848841137,18885.0,640.7811874791145,18274.0,590.3271667569996,496.0,35.900592001,43.0,8.919671411113573,72.0,5.633757310001247,28.0,4.634057436280801,0.9676462801164946,0.9212617010174642,0.0285411702409319,0.0699462847660059,0.0014826581943341,0.0072318874630379,Individual Death Claims,0.9376224516812285,9.83916234197957
Sahara Life,2017-18,26.0,0.376145833,646.0,6.242127808,672.0,6.618273641,556.0,5.405455313,57.0,0.734362333,0.0,0.0,59.0,0.478455995,16.0,0.2367999999999994,0.0,0.0,0.0,0.0,0.0,0.0357797233606405,Individual Death Claims,0.0,6.472346294500901
